accession	taxid	realm	kingdom	phylum	class	order	family	genus	species	host	length_bp
NC_016156.1	1108810	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae			eukaryote	7391
NC_016436.1	217615	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Velarivirus	Velarivirus septemvitis	eukaryote	16404
NC_016647.1	1131622	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Porcine bocavirus 5	eukaryote	5076
NC_016760.1	1000373	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Quadriviridae	Quadrivirus	Quadrivirus ichi	eukaryote	4099
NC_012123.1	526413	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyoiotapapillomavirus	Dyoiotapapillomavirus 1	eukaryote	7802
NC_012126.1	1218490	Floreoviria	Shotokuvirae	Commensaviricota	Cardeaviricetes	Sanitavirales	Anelloviridae	Sigmatorquevirus	Sigmatorquevirus otari1	eukaryote	2140
NC_014241.1	667093	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Orthoreovirus broomense	eukaryote	2068
NC_014242.1	667093	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Orthoreovirus broomense	eukaryote	1316
NC_014243.1	667093	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Orthoreovirus broomense	eukaryote	1231
NC_014244.1	667093	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Orthoreovirus broomense	eukaryote	1203
NC_014245.1	667093	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Orthoreovirus broomense	eukaryote	808
NC_014481.1	878260	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Amalgaviridae	Amalgavirus	Amalgavirus rhododendri	eukaryote	3427
NC_011108.1	479060	Riboviria	Orthornavirae	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Panicovirus	Panicovirus dactylis	eukaryote	4198
NC_011190.1	487492	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Fabavirus	Fabavirus gentianae	eukaryote	5862
NC_014527.1	204269	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus magninsulae	eukaryote	1666
NC_015452.1	1006583	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Phenuiviridae	Phlebovirus	Phlebovirus aguacateense	eukaryote	1830
NC_015043.1	932070	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus sidaboliviaensecundi	eukaryote	2679
NC_016959.1	59302	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Alphavirus ndumu	eukaryote	11688
NC_016744.1	1131483	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Tetraparvovirus	Tetraparvovirus chiropteran1	eukaryote	5065
NC_015324.1	688540	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus		eukaryote	2824
NC_015325.1	998829	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyonupapillomavirus	Dyonupapillomavirus 1	eukaryote	7584
NC_012564.1	638313	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Bocaparvovirus primate1	eukaryote	5242
NC_018872.2	1220025	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus phytolaccae	eukaryote	9512
NC_008365.1	335187	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tobamovirus streptocarpi	eukaryote	6279
AC_000020.1	10514	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Mastadenovirus canidae	eukaryote	31323
NC_015327.1	2169841						Alphasatellitidae	Colecusatellite	Colecusatellite gossypilucknowense	eukaryote	1396
NC_013404.1	449133	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus ruminantium	eukaryote	1143
NC_013499.1	663282	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Orthototiviridae			eukaryote	6780
NC_014607.1	907191	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales				eukaryote	1141
NC_006494.1	232800	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Iflavirus aladeformis	eukaryote	10112
AC_000017.1	10533	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Mastadenovirus caesari	eukaryote	36001
AC_000018.1	10519	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Mastadenovirus blackbeardi	eukaryote	35514
AC_000019.1	10522	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Mastadenovirus blackbeardi	eukaryote	34794
AC_000004.1	130328	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Barthadenovirus	Barthadenovirus galloanserae	eukaryote	33213
AC_000006.1	130310	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Mastadenovirus dominans	eukaryote	35100
AC_000009.1	3241440	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Mastadenovirus		eukaryote	32621
AC_000016.1	298333	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Siadenovirus	Siadenovirus gallopavotertii	eukaryote	26263
AC_000011.1	175567	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Mastadenovirus exoticum	eukaryote	36519
NC_006383.2	2593991	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Morbillivirus	Morbillivirus caprinae	eukaryote	15948
NC_014372.1	186541	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Orthoebolavirus	Orthoebolavirus taiense	eukaryote	18935
NC_010624.1	234601	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapovirus sapporoense	eukaryote	7458
NC_005843.1	240492	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumlapazense	eukaryote	2606
NC_013772.1	36355				Naldaviricetes	Lefavirales	Baculoviridae	Betabaculovirus	Betabaculovirus myunipunctae	eukaryote	176677
AC_000013.1	190064	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Aviadenovirus gallinae	eukaryote	45063
NC_014463.1	764348	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus		eukaryote	3074
NC_014523.1	204269	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus magninsulae	eukaryote	2794
NC_014929.1	942035	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Cyclovirus	Cyclovirus flagermus	eukaryote	1703
NC_013796.1	715223	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus zacalifornianus	eukaryote	5112
NC_013801.1	713089						Alphasatellitidae	Clecrusatellite	Clecrusatellite crotonis	eukaryote	1347
NC_013803.1	713091						Alphasatellitidae			eukaryote	1366
NC_015631.1	945250						Alphasatellitidae			eukaryote	1395
AC_000014.1	190061	Varidnaviria	Bamfordvirae	Preplasmiviricota	Pharingeaviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Aviadenovirus ventriculi	eukaryote	43804
NC_002211.1	518987	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Betainfluenzavirus influenzae	eukaryote	1096
NC_007543.1	36427	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus tritogastroenteritidis	eukaryote	1350
NC_005096.1	12282	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Nepovirus nicotianae	eukaryote	3929
NC_007647.1	362693	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Alphaendornavirus oryzae	eukaryote	13952
NC_007649.1	362692	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Alphaendornavirus	Alphaendornavirus rupifigonis	eukaryote	13936
NC_001928.2	10815	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus		eukaryote	2632
NC_001915.1	11002	Riboviria	Orthornavirae				Birnaviridae	Aquabirnavirus	Aquabirnavirus salmonidae	eukaryote	3097
NC_008728.1	185954	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Fijivirus	Fijivirus cuartoense	eukaryote	1931
NC_013102.1	664980	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumhainanense	eukaryote	2748
NC_001489.1	12092	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Hepatovirus	Hepatovirus ahepa	eukaryote	7478
NC_001483.1	12179	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Alphaflexiviridae	Potexvirus	Potexvirus setariae	eukaryote	6151
NC_006013.2	40051	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus caerulinguae	eukaryote	2921
NC_006014.1	40051	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus caerulinguae	eukaryote	2772
NC_003604.2	35288	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Betaflexiviridae	Vitivirus	Vitivirus alphavitis	eukaryote	7351
NC_003014.1	205908	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus	Cypovirus lymantriae	eukaryote	1141
NC_003138.2	172220	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Soymovirus	Soymovirus maculavaccinii	eukaryote	8303
NC_003417.1	59301	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Alphavirus mayaro	eukaryote	11411
NC_006431.1	245101	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Hypofuvirales	Parahypoviridae	Betahypovirus	Betahypovirus americanum	eukaryote	9149
NC_004546.1	219596						Tolecusatellitidae	Betasatellite	Betasatellite nicotianae	eukaryote	1354
NC_008733.1	185954	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Fijivirus	Fijivirus cuartoense	eukaryote	4501
NC_004659.1	223316	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus		eukaryote	2603
NC_004673.1	227137	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus		eukaryote	2739
NC_004634.1	222475	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus malvatrumvenae	eukaryote	2731
NC_004012.1	150285	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Alphaflexiviridae	Allexivirus	Allexivirus epsalii	eukaryote	8451
NC_013999.1	349681	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Phlegiviridae	Phlegivirus	Phlegivirus ichi	eukaryote	11563
NC_007609.1	70823	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Tymoviridae	Tymovirus	Tymovirus dulcamarae	eukaryote	6181
NC_009538.1	37127	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Bromoviridae	Ilarvirus	Ilarvirus CVV	eukaryote	2914
NC_009532.1	70822	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Tymoviridae	Tymovirus	Tymovirus abelmoschi	eukaryote	6223
NC_003478.1	12327	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Hordeivirus	Hordeivirus hordei	eukaryote	3164
NC_003795.1	31770	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Alphaflexiviridae	Allexivirus	Allexivirus ecsascalonicum	eukaryote	8832
NC_003828.1	123735	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumflavusardiniaense	eukaryote	2773
NC_004202.1	649604	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Seadornavirus	Seadornavirus bannaense	eukaryote	1101
NC_004658.1	223313	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus sidaureicostaricaense	eukaryote	2587
NC_011058.1	463360	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Mastrevirus	Mastrevirus cicerparvi	eukaryote	2584
NC_001897.1	1803956	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Parechovirus	Parechovirus ahumpari	eukaryote	7348
NC_007545.1	36427	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus tritogastroenteritidis	eukaryote	1037
NC_002015.1	12897						Pospiviroidae	Pospiviroid	Pospiviroid impedichrysanthemi	eukaryote	356
NC_004580.1	77647	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus gossypii	eukaryote	2630
NC_004582.1	222456	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus gossypialabadense	eukaryote	2744
NC_005169.1	185782	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Aquareovirus		eukaryote	2320
NC_004289.1	159153	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Scindoambidensovirus	Scindoambidensovirus hemipteran1	eukaryote	5380
NC_010235.1	436242						Tolecusatellitidae	Betasatellite		eukaryote	1361
NC_010246.1	441999	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Pseudototiviridae	Victorivirus	Victorivirus jyu	eukaryote	5193
NC_004291.1	3052303	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Arenaviridae	Mammarenavirus		eukaryote	6680
NC_014411.1	871699	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Passerivirus	Passerivirus ahokothi	eukaryote	8035
NC_005347.1	260378	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus capsicummaliense	eukaryote	2786
NC_006015.1	40051	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus caerulinguae	eukaryote	822
NC_006018.1	40050	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus		eukaryote	1566
NC_005982.1	311176	Riboviria	Orthornavirae				Birnaviridae	Blosnavirus	Blosnavirus channae	eukaryote	3429
NC_022639.1	40052	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus changuinolaense	eukaryote	3980
NC_005170.1	185782	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Aquareovirus		eukaryote	2239
NC_005172.1	185782	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Aquareovirus		eukaryote	1414
NC_005173.1	185782	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Aquareovirus		eukaryote	1297
NC_005171.1	185782	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Aquareovirus		eukaryote	2039
NC_005166.1	185782	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Aquareovirus		eukaryote	3949
NC_002795.1	101764	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Betaflexiviridae	Carlavirus		eukaryote	8657
NC_004322.1	167132	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Alphaflexiviridae	Potexvirus	Potexvirus ecstulipae	eukaryote	6056
NC_009759.1	329164	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Betaflexiviridae	Carlavirus	Carlavirus pisolani	eukaryote	8404
NC_010434.1	365150	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Alphaflexiviridae	Lolavirus	Lolavirus latenslolii	eukaryote	7674
NC_009041.1	425279	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tobamovirus rehmanniae	eukaryote	6395
NC_010239.1	662596						Tolecusatellitidae	Betasatellite	Betasatellite raphani	eukaryote	1358
NC_010416.1	445435	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Alphaflexiviridae	Potexvirus	Potexvirus triasparagi	eukaryote	6937
NC_014412.1	871700	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Oscivirus	Oscivirus ahokorobi	eukaryote	7641
NC_006312.2	11553	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Gammainfluenzavirus	Gammainfluenzavirus influenzae	eukaryote	1180
NC_005030.2	218845						Tolecusatellitidae	Betasatellite	Betasatellite nicotianayunnanense	eukaryote	1349
NC_006052.1	274495	Riboviria	Orthornavirae	Negarnaviricota	Milneviricetes	Naedrevirales	Aspiviridae	Miraophiovirus	Miraophiovirus lactucae	eukaryote	1830
NC_006147.2	37325	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Dependoparvovirus anseriform1	eukaryote	5132
NC_006946.1	307677	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Betaflexiviridae	Trichovirus		eukaryote	7494
NC_007002.1	328670	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Badnavirus alphavirgamusae	eukaryote	7263
NC_011065.1	544686	Riboviria	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Ourmiaviridae	Ourmiavirus	Ourmiavirus pruni	eukaryote	2769
NC_004300.1	207697	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus crotoflavi	eukaryote	2757
NC_005319.1	270117	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus euphorbiae	eukaryote	2746
NC_005852.2	260909	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumflavusmarginis	eukaryote	2575
NC_022634.1	40052	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus changuinolaense	eukaryote	2776
NC_003377.1	12203	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus zeananus	eukaryote	9515
NC_004426.1	187977	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus muricati	eukaryote	9878
NC_005168.1	185782	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Aquareovirus		eukaryote	3702
NC_005167.1	185782	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Aquareovirus		eukaryote	3877
NC_005888.1	259931	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Blubervirales	Hepadnaviridae	Avihepadnavirus	Avihepadnavirus anatigruidae	eukaryote	3018
NC_008730.1	185954	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Fijivirus	Fijivirus cuartoense	eukaryote	3617
NC_011068.1	186786	Riboviria	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Ourmiaviridae	Ourmiavirus	Ourmiavirus cucurbitae	eukaryote	2814
NC_011070.1	186786	Riboviria	Orthornavirae	Lenarviricota	Miaviricetes	Ourlivirales	Ourmiaviridae	Ourmiavirus	Ourmiavirus cucurbitae	eukaryote	974
NC_010435.1	508750	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Kenaf leaf curl virus	eukaryote	2740
NC_003556.1	186637	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus kokenae	eukaryote	2766
NC_009951.1	452475	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus saboliviensis	eukaryote	5075
NC_007044.1	53988						Polydnaviriformidae	Bracoviriform		eukaryote	34334
NC_007242.1	54289	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Alphapartitivirus	Alphapartitivirus viciae	eukaryote	1779
NC_007539.1	158372	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus penicillii	eukaryote	3562
NC_006271.1	202566	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Cheravirus	Cheravirus avii	eukaryote	7034
NC_005906.1	249151				Naldaviricetes	Lefavirales	Baculoviridae	Gammabaculovirus	Gammabaculovirus nelecontei	eukaryote	81755
NC_005081.1	2169991	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Arenaviridae	Mammarenavirus		eukaryote	3411
NC_005636.1	263793	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus loniceramusivi	eukaryote	2677
NC_004346.1	12472	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Sobemovirus	Sobemovirus SCMOV	eukaryote	4258
NC_004097.1	223282	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus macroptilipuertoricoense	eukaryote	2615
NC_001482.1	11673	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Lentivirus felimdef	eukaryote	9474
NC_001802.1	11676	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Lentivirus humimdef1	eukaryote	9181
NC_003742.1	192452	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus dactylis	eukaryote	9663
NC_013458.1	43761	Riboviria	Orthornavirae	Kitrinoviricota	Magsaviricetes	Nodamuvirales	Nodaviridae	Betanodavirus	Betanodavirus verasperi	eukaryote	3101
NC_007220.1	324685	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Circovirus duck	eukaryote	1991
NC_001410.1	12896						Avsunviroidae	Avsunviroid	Avsunviroid albamaculaperseae	eukaryote	247
NC_010178.1	180903	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Ampelovirus unananas	eukaryote	13071
NC_014462.1	764348	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus		eukaryote	3554
NC_014465.1	764348	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus		eukaryote	3250
NC_001867.1	39720	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Epsilonretrovirus	Epsilonretrovirus waldersar	eukaryote	12708
NC_007995.1	10484						Polydnaviriformidae	Ichnoviriform		eukaryote	8864
NC_008006.1	10484						Polydnaviriformidae	Ichnoviriform		eukaryote	10757
NC_008057.1	223342	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumaureivariati	eukaryote	2558
NC_008266.1	160844	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Betaflexiviridae	Carlavirus	Carlavirus latensnarcissi	eukaryote	8539
NC_004356.1	211866	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus nicotianayunnanense	eukaryote	2750
NC_004667.1	55951	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Ampelovirus	Ampelovirus trivitis	eukaryote	17919
NC_001451.1	11120	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Gammacoronavirus	Gammacoronavirus galli	eukaryote	27608
NC_003513.1	31721	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Hepelivirales	Benyviridae	Benyvirus	Benyvirus necrobetae	eukaryote	1320
NC_003515.1	31721	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Hepelivirales	Benyviridae	Benyvirus	Benyvirus necrobetae	eukaryote	4609
