accession	taxid	realm	kingdom	phylum	class	order	family	genus	species	host	length_bp
NC_035468.1	2025359	Varidnaviria	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Centapoxvirus	Centapoxvirus microtuspox	eukaryote	204055
NC_035469.1	2025360	Varidnaviria	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Centapoxvirus		eukaryote	200223
NC_055727.1	2025809	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Straboviridae	Bragavirus	Bragavirus pm2	prokaryote	163469
NC_054909.1	2025815	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Straboviridae	Tequatrovirus	Tequatrovirus ec121	prokaryote	168805
NC_054911.1	2025816	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Straboviridae	Tequatrovirus	Tequatrovirus ec04	prokaryote	168638
NC_049396.1	2025818	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Ackermannviridae	Kuttervirus	Kuttervirus SP1	prokaryote	156585
NC_047999.1	2025819	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Epseptimavirus	Epseptimavirus SH9	prokaryote	111607
NC_054936.1	2025823	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Straboviridae	Tequatrovirus	Tequatrovirus sgallinarium	prokaryote	169805
NC_042018.1	2026080	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Chimalliviridae	Risingsunvirus	Risingsunvirus risingsun	prokaryote	235108
NC_042019.1	2026082	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Straboviridae	Tulanevirus	Tulanevirus asgz	prokaryote	162422
NC_052975.1	2026102	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Casjensviridae	Seodaemunguvirus	Seodaemunguvirus YMC16-01N133	prokaryote	58387
NC_048674.1	2026113	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Straboviridae	Ceceduovirus	Ceceduovirus assw	prokaryote	230024
NC_048132.1	2026130	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Warwickvirus	Warwickvirus wv95	prokaryote	50910
NC_049416.1	2026814	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus LP8511	prokaryote	29953
NC_047849.1	2026943	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autoscriptoviridae	Drulisvirus	Drulisvirus altogao	prokaryote	43012
NC_054966.1	2026944	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Lastavirus	Lastavirus sopranogao	prokaryote	61644
NC_047850.1	2026950	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Webervirus	Webervirus mezzogao	prokaryote	49807
NC_055057.1	2027243	Riboviria	Orthornavirae	Lenarviricota	Leviviricetes	Norzivirales	Fiersviridae			unknown	3776
NC_055058.1	2027243	Riboviria	Orthornavirae	Lenarviricota	Leviviricetes	Norzivirales	Fiersviridae			unknown	3580
NC_049417.1	2027250	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus LP9207	prokaryote	29203
NC_049418.1	2027252	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus LP9404	prokaryote	30072
NC_049419.1	2027256	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus LP9609	prokaryote	30945
NC_049420.1	2027259	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus LP9903	prokaryote	29557
NC_049421.1	2027260	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus LP9908	prokaryote	29668
NC_049422.1	2027267	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus LP0209	prokaryote	30339
NC_049423.1	2027272	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus LP0903	prokaryote	31049
NC_049424.1	2027277	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus LP1502a	prokaryote	30247
NC_042020.1	2027883	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Jasminevirus	Jasminevirus adat	prokaryote	45428
NC_047851.1	2027888	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Luckybarnesvirus	Luckybarnesvirus luckybarnes	prokaryote	50774
NC_051614.1	2027890	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Anayavirus	Anayavirus apocalypse	prokaryote	59947
NC_051653.1	2027893	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Cheoctovirus	Cheoctovirus emma	prokaryote	56418
NC_055730.1	2027894	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Cheoctovirus	Cheoctovirus geralt	prokaryote	55765
NC_054714.1	2027899	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Myrnavirus	Myrnavirus phabba	prokaryote	164254
NC_051704.1	2027900	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Cheoctovirus	Cheoctovirus ritaG	prokaryote	57789
NC_051717.1	2027903	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Cheoctovirus	Cheoctovirus wachhund	prokaryote	54513
NC_042040.1	2027905	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Trinavirus	Trinavirus trina	prokaryote	139262
NC_055045.1	2029064	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Triavirus	Triavirus st1	prokaryote	45585
NC_054983.1	2029631	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus UPMK2	prokaryote	40955
NC_048675.1	2029635	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Lindbergviridae	Pbunavirus	Pbunavirus BrSP1	prokaryote	66189
NC_047861.1	2029657	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Phabquatrovirus	Phabquatrovirus PHB04	prokaryote	94005
NC_049397.1	2029658	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv05601	prokaryote	32895
NC_049398.1	2029659	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv16802	prokaryote	28721
NC_049399.1	2029660	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv30804	prokaryote	30401
NC_049400.1	2029661	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv37201	prokaryote	30989
NC_049401.1	2029662	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv38503	prokaryote	27948
NC_049402.1	2029663	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv38507	prokaryote	32458
NC_049403.1	2029664	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv51701	prokaryote	32529
NC_049404.1	2029665	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv56003	prokaryote	30926
NC_049405.1	2029666	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv56301	prokaryote	32555
NC_049406.1	2029667	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv57001	prokaryote	31819
NC_049407.1	2029668	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv62601	prokaryote	30852
NC_049408.1	2029669	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv62605	prokaryote	31014
NC_049409.1	2029670	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv63302	prokaryote	31883
NC_049410.1	2029671	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv66901	prokaryote	28917
NC_049411.1	2029672	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv79201	prokaryote	31123
NC_049412.1	2029673	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv88605	prokaryote	31508
NC_049413.1	2029674	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv96401	prokaryote	29306
NC_049414.1	2029675	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv96403	prokaryote	26874
NC_049415.1	2029676	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus sv96603	prokaryote	30690
NC_042021.1	2030922	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Efquatrovirus	Efquatrovirus SHEF2	prokaryote	41712
NC_042022.1	2030923	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Efquatrovirus	Efquatrovirus SHEF4	prokaryote	41081
NC_042023.1	2030924	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Efquatrovirus	Efquatrovirus SHEF5	prokaryote	41598
NC_042079.1	2034346	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Lindbergviridae	Pbunavirus	Pbunavirus E217	prokaryote	66291
NC_042080.1	2034347	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Lindbergviridae	Pbunavirus	Pbunavirus E215	prokaryote	66789
NC_040612.1	2035708	Varidnaviria	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Decapodiridovirus	Decapodiridovirus litopenaeus1	eukaryote	165695
NC_048625.1	2036055	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Sukhumvitvirus	Sukhumvitvirus T25	prokaryote	38421
NC_055165.1	2039780	Varidnaviria	Bamfordvirae	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Decapodiridovirus	Decapodiridovirus litopenaeus1	eukaryote	165809
NC_048000.1	2041204	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Epseptimavirus	Epseptimavirus LVR16A	prokaryote	111601
NC_054664.1	2041205	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Omarvirus	Omarvirus amethyst	prokaryote	49372
NC_054668.1	2041206	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Caelumvirus	Caelumvirus daudau	prokaryote	50602
NC_054663.1	2041207	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Omarvirus	Omarvirus diane	prokaryote	50483
NC_054665.1	2041209	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Omarvirus	Omarvirus tefunt	prokaryote	50574
NC_048677.1	2041210	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Herelleviridae	Elpedvirus	Elpedvirus LpeD	eukaryote	145162
NC_047862.1	2041211	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Sortsnevirus	Sortsnevirus IME279	prokaryote	42518
NC_042041.1	2041212	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Sircambvirus	Sircambvirus KpV79	prokaryote	47760
NC_048676.1	2041215	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Lindbergviridae	Pbunavirus	Pbunavirus SL1	prokaryote	65847
NC_053512.1	2041344	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Vilmaviridae	Kumaovirus	Kumaovirus kumao	prokaryote	70373
NC_042081.1	2041345	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Chimalliviridae	Phikzvirus	Phikzvirus SL2	prokaryote	279696
NC_052652.1	2041347	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Justusliebigvirus	Justusliebigvirus PHB05	prokaryote	147659
NC_047982.1	2041351	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autotranscriptaviridae	Stompelvirus	Stompelvirus RPSC1	prokaryote	39628
NC_042042.1	2041354	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Scapunavirus	Scapunavirus scap1	prokaryote	43060
NC_048678.1	2041382	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Nylescharonvirus	Nylescharonvirus LE3	prokaryote	48288
NC_048679.1	2041383	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Nylescharonvirus	Nylescharonvirus LE4	prokaryote	47866
NC_042044.1	2041413	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Straboviridae	Gelderlandvirus	Gelderlandvirus melville	prokaryote	159323
NC_048680.1	2041454	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Junavirus	Junavirus LJ	prokaryote	44260
NC_048035.1	2041472	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autoscriptoviridae	Maculvirus	Maculvirus KF1	prokaryote	43237
NC_048036.1	2041473	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autoscriptoviridae	Maculvirus	Maculvirus KF2	prokaryote	43571
NC_047886.1	2041489	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autotranscriptaviridae	Unyawovirus	Unyawovirus DUPPII	prokaryote	40142
NC_047887.1	2041492	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Hongcheonvirus	Hongcheonvirus DUPPV	prokaryote	106185
NC_047888.1	2041493	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales		Gyeongsanvirus	Gyeongsanvirus DURPI	prokaryote	40657
NC_055731.1	2041511	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Zierdtviridae	Kablunavirus	Kablunavirus kabluna	prokaryote	65869
NC_042045.1	2041512	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Stackebrandtviridae	Vividuovirus	Vividuovirus lennon	prokaryote	60237
NC_055732.1	2041515	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Zierdtviridae	Skysandvirus	Skysandvirus patio	prokaryote	66251
NC_054805.1	2041517	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Turbidovirus	Turbidovirus anselm	prokaryote	53545
NC_051736.1	2041518	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Fishburnevirus	Fishburnevirus arib1	prokaryote	46732
NC_054715.1	2041521	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Bixzunavirus	Bixzunavirus bigswole	prokaryote	156514
NC_054795.1	2041522	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Backyardiganvirus	Backyardiganvirus cerulean	prokaryote	51809
NC_054804.1	2041524	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Backyardiganvirus	Backyardiganvirus cindaradix	prokaryote	51575
NC_051722.1	2041528	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Avanivirus	Avanivirus demsculpinboyz	prokaryote	57437
NC_051696.1	2041544	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Cheoctovirus	Cheoctovirus phasih	prokaryote	56125
NC_048071.1	2041760	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autotranscriptaviridae	Kayfunavirus	Kayfunavirus IMM002	prokaryote	40060
NC_055229.1	2042482	Varidnaviria	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Macropopoxvirus	Macropopoxvirus mgiganteuspox	eukaryote	167359
NC_042082.1	2044561	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Delepquintavirus	Delepquintavirus DLP5	prokaryote	96542
NC_054422.1	2047760	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Korravirus	Korravirus huntingdon	prokaryote	43891
NC_047890.1	2047782	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autonotataviridae	Ermolevavirus	Ermolevavirus PGT2	prokaryote	42686
NC_042083.1	2047788	Varidnaviria	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Kalamavirales	Tectiviridae	Gammatectivirus	Gammatectivirus GC1	prokaryote	16523
NC_042084.1	2047801	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Sarkviridae	Kagunavirus	Kagunavirus golestan	prokaryote	44829
NC_047891.1	2047830	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Getalongvirus	Getalongvirus bentherdunthat	prokaryote	54867
NC_047892.1	2047831	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Montyvirus	Montyvirus birksandsocks	prokaryote	77354
NC_054452.1	2047834	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Charlievirus	Charlievirus Andies	prokaryote	43779
NC_054778.1	2047836	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Benedictvirus	Benedictvirus archetta	prokaryote	47409
NC_054782.1	2047840	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Gladiatorvirus	Gladiatorvirus koko	prokaryote	52879
NC_054449.1	2047843	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Charlievirus	Charlievirus Philonius	prokaryote	43886
NC_054429.1	2047867	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Korravirus	Korravirus urla	prokaryote	43940
NC_042085.1	2047868	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Zierdtviridae	Ceetrepovirus	Ceetrepovirus C3PO	prokaryote	67383
NC_042086.1	2047869	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Zierdtviridae	Ceetrepovirus	Ceetrepovirus darwin	prokaryote	67743
NC_042087.1	2047871	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Zierdtviridae	Ceetrepovirus	Ceetrepovirus zion	prokaryote	66392
NC_042088.1	2047872	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Gustavvirus	Gustavvirus gustav	prokaryote	44408
NC_042089.1	2047873	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Gustavvirus	Gustavvirus mahdia	prokaryote	42475
NC_047863.1	2048005	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirus	Tunavirus ISF001	prokaryote	50552
NC_052981.1	2048007	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Casjensviridae	Lavrentievavirus	Lavrentievavirus PM87	prokaryote	59128
NC_042090.1	2048008	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Novosibvirus	Novosibvirus PM135	prokaryote	104329
NC_047893.1	2048061	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Loudonvirus	Loudonvirus DTL	prokaryote	45814
NC_047983.1	2048517	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Heilongjiangvirus	Heilongjiangvirus Lb	prokaryote	43416
NC_048683.1	2048975	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Casjensviridae	Chivirus	Chivirus KFSSE1	prokaryote	59715
NC_054970.1	2048976	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Schitoviridae	Inbricusvirus	Inbricusvirus inbricus	prokaryote	70211
NC_042091.1	2048977	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Nickievirus	Nickievirus nickie	prokaryote	112225
NC_042092.1	2048978	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Lindbergviridae	Tabernariusvirus	Tabernariusvirus tabernarius	prokaryote	67498
NC_047894.1	2048979	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autosignataviridae	Uliginvirus	Uliginvirus uligo	prokaryote	47868
NC_042116.1	2052742	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Eneladusvirus	Eneladusvirus Yen904	prokaryote	354378
NC_047934.1	2052746	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autotranscriptaviridae	Helsettvirus	Helsettvirus fPS9	prokaryote	39034
NC_047936.1	2052752	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autotranscriptaviridae	Helsettvirus	Helsettvirus fPS53	prokaryote	40694
NC_047937.1	2052753	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autotranscriptaviridae	Helsettvirus	Helsettvirus fPS54ocr	prokaryote	40075
NC_047935.1	2052754	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autotranscriptaviridae	Helsettvirus	Helsettvirus fPS59	prokaryote	38391
NC_042354.1	2052821	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Ikedavirus	Ikedavirus phi673	prokaryote	44530
NC_042355.1	2052822	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Ikedavirus	Ikedavirus phi674	prokaryote	43193
NC_054943.1	2052930	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Straboviridae	Tequatrovirus	Tequatrovirus fps2	prokaryote	169060
NC_055724.1	2052931	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Straboviridae	Tequatrovirus	Tequatrovirus fps65	prokaryote	167058
NC_055723.1	2052932	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Straboviridae	Tequatrovirus	Tequatrovirus fps90	prokaryote	167132
NC_048105.1	2053015	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autotranscriptaviridae	Berlinvirus	Berlinvirus BSP161	prokaryote	39688
NC_044940.1	2053078	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Peatvirus	Peatvirus peat2	prokaryote	48659
NC_047895.1	2053563	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autotranscriptaviridae	Teseptimavirus	Teseptimavirus EG1	prokaryote	39919
NC_042093.1	2053603	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Sugarlandvirus	Sugarlandvirus sugarland	prokaryote	111103
NC_047896.1	2053604	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autoscriptoviridae	Friunavirus	Friunavirus SWHAb1	prokaryote	41567
NC_048001.1	1186124	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Tequintavirus	Tequintavirus SP3	prokaryote	109306
NC_048106.1	2053653	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Aokuangvirus	Aokuangvirus SCBWM1	prokaryote	139069
NC_049427.1	2053671	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Ackermannviridae	Kuttervirus	Kuttervirus FEC14	prokaryote	158639
NC_054677.1	2053672	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Camvirus	Camvirus alsaber	prokaryote	48803
NC_047897.1	2053682	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Lenusvirus	Lenusvirus lenus	eukaryote	78891
NC_047898.1	2053686	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Tlsvirus	Tlsvirus YSP2	prokaryote	50316
NC_055733.1	2053701	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Straboviridae	Cinqassovirus	Cinqassovirus ah1	prokaryote	221116
NC_048682.1	2053702	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Mydovirus	Mydovirus Ro1	prokaryote	145759
NC_049425.1	2053705	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus bIBB5g1	prokaryote	30132
NC_049426.1	2053708	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus bIBBF12	prokaryote	29454
NC_048684.1	2053723	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Manuelvirus	Manuelvirus wrighton	prokaryote	45221
NC_048685.1	2053812	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Manuelvirus	Manuelvirus manuel	prokaryote	45177
NC_048686.1	2053813	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Immanueltrevirus	Immanueltrevirus immanuel3	prokaryote	46094
NC_047900.1	2054272	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Ackermannviridae	Taipeivirus	Taipeivirus may	prokaryote	159631
NC_047901.1	2054273	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Ackermannviridae	Taipeivirus	Taipeivirus menlow	prokaryote	157281
NC_049428.1	2054274	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Pantevenvirales	Ackermannviridae	Kuttervirus	Kuttervirus mutine	prokaryote	161502
NC_042347.1	2056194						Ovaliviridae	Alphaovalivirus	Alphaovalivirus fumarolicaense	prokaryote	23219
NC_036582.1	2059380	Varidnaviria	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Avipoxvirus flamingopox	eukaryote	293123
NC_048134.1	2059850	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes		Herelleviridae	Harbinvirus	Harbinvirus Lpa804	eukaryote	142567
NC_048687.1	2059855	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Knuthellervirus	Knuthellervirus PMBT14	prokaryote	47820
NC_047902.1	2059856	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Maxrubnervirus	Maxrubnervirus PMBT3	prokaryote	87196
NC_047883.1	2059857	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autoscriptoviridae	Friunavirus	Friunavirus SWHAb3	prokaryote	41730
NC_054974.1	2059858	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Dubowvirus	Dubowvirus HSA84	prokaryote	42650
NC_047903.1	2059879	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autosignataviridae	Trungvirus	Trungvirus VEN	prokaryote	44603
NC_047904.1	2059880	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Abbeymikolonvirus	Abbeymikolonvirus abbeymikolon	prokaryote	42551
NC_047905.1	2059881	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Attoomivirus	Attoomivirus attoomi	prokaryote	41872
NC_054662.1	2059882	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Omarvirus	Omarvirus omar	prokaryote	49299
NC_047906.1	2059883	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes			Rowavirus	Rowavirus rowa	prokaryote	42890
NC_047930.1	2060091	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales	Autonotataviridae	Higashivirus	Higashivirus RsoP1IDN	prokaryote	41135
